dataset_id,domain,item_key,title,q25,g3,q38,g4,valid_model_ratings,mean_score
eligible_top300_v1,movies,movies_the_hunger_games_mockingjay_part_1,The Hunger Games: Mockingjay - Part 1,75,85,95,85,4,85.0
eligible_top300_v1,bands,bands_radiohead,Radiohead,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_daft_punk,Daft Punk,80,95,95,100,4,92.5
eligible_top300_v1,bands,bands_the_beatles,The Beatles,90,95,100,90,4,93.75
eligible_top300_v1,bands,bands_linkin_park,Linkin Park,70,75,10,30,4,46.25
eligible_top300_v1,bands,bands_pink_floyd,Pink Floyd,80,90,95,90,4,88.75
eligible_top300_v1,bands,bands_gorillaz,Gorillaz,70,90,95,90,4,86.25
eligible_top300_v1,bands,bands_coldplay,Coldplay,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_red_hot_chili_peppers,Red Hot Chili Peppers,75,90,10,85,4,65.0
eligible_top300_v1,bands,bands_muse,Muse,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_metallica,Metallica,80,90,95,80,4,86.25
eligible_top300_v1,bands,bands_arctic_monkeys,Arctic Monkeys,50,85,90,70,4,73.75
eligible_top300_v1,bands,bands_system_of_a_down,System of a Down,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_green_day,Green Day,80,85,10,30,4,51.25
eligible_top300_v1,bands,bands_led_zeppelin,Led Zeppelin,70,85,95,70,4,80.0
eligible_top300_v1,bands,bands_bts,BTS,80,90,10,80,4,65.0
eligible_top300_v1,bands,bands_foo_fighters,Foo Fighters,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_the_cure,The Cure,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_nine_inch_nails,Nine Inch Nails,70,85,95,85,4,83.75
eligible_top300_v1,bands,bands_imagine_dragons,Imagine Dragons,70,85,10,40,4,51.25
eligible_top300_v1,bands,bands_the_rolling_stones,The Rolling Stones,80,90,95,85,4,87.5
eligible_top300_v1,bands,bands_the_strokes,The Strokes,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_weezer,Weezer,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_paramore,Paramore,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_depeche_mode,Depeche Mode,70,75,10,10,4,41.25
eligible_top300_v1,bands,bands_the_smashing_pumpkins,The Smashing Pumpkins,50,85,10,70,4,53.75
eligible_top300_v1,bands,bands_the_killers,The Killers,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_deftones,Deftones,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_rammstein,Rammstein,70,90,95,85,4,85.0
eligible_top300_v1,bands,bands_fleetwood_mac,Fleetwood Mac,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_my_chemical_romance,My Chemical Romance,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_queens_of_the_stone_age,Queens of the Stone Age,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_twenty_one_pilots,twenty one pilots,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_tool,Tool,50,90,10,20,4,42.5
eligible_top300_v1,bands,bands_black_sabbath,Black Sabbath,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_ac_dc,AC/DC,80,90,95,80,4,86.25
eligible_top300_v1,bands,bands_fall_out_boy,Fall Out Boy,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_the_offspring,The Offspring,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_the_smiths,The Smiths,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_boards_of_canada,Boards of Canada,50,85,90,20,4,61.25
eligible_top300_v1,bands,bands_massive_attack,Massive Attack,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_blink182,blink‐182,70,85,10,10,4,43.75
eligible_top300_v1,bands,bands_arcade_fire,Arcade Fire,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_slipknot,Slipknot,80,95,95,90,4,90.0
eligible_top300_v1,bands,bands_iron_maiden,Iron Maiden,80,90,95,90,4,88.75
eligible_top300_v1,bands,bands_rage_against_the_machine,Rage Against the Machine,70,90,95,40,4,73.75
eligible_top300_v1,bands,bands_pixies,Pixies,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_the_white_stripes,The White Stripes,80,95,95,90,4,90.0
eligible_top300_v1,bands,bands_mgmt,MGMT,50,75,10,5,4,35.0
eligible_top300_v1,bands,bands_u2,U2,70,90,10,10,4,45.0
eligible_top300_v1,bands,bands_pearl_jam,Pearl Jam,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_r_e_m,R.E.M.,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_the_prodigy,The Prodigy,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_bring_me_the_horizon,Bring Me the Horizon,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_the_black_keys,The Black Keys,70,90,10,70,4,60.0
eligible_top300_v1,bands,bands_florence_the_machine,Florence + the Machine,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_guns_n_roses,Guns N’ Roses,70,90,95,90,4,86.25
eligible_top300_v1,bands,bands_the_doors,The Doors,70,90,95,80,4,83.75
eligible_top300_v1,bands,bands_korn,Korn,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_panic_at_the_disco,Panic! at the Disco,70,75,10,20,4,43.75
eligible_top300_v1,bands,bands_oasis,Oasis,70,85,95,30,4,70.0
eligible_top300_v1,bands,bands_maroon_5,Maroon 5,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_m83,M83,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_talking_heads,Talking Heads,70,85,95,30,4,70.0
eligible_top300_v1,bands,bands_bon_iver,Bon Iver,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_blur,Blur,50,85,95,10,4,60.0
eligible_top300_v1,bands,bands_portishead,Portishead,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_the_beach_boys,The Beach Boys,80,90,95,85,4,87.5
eligible_top300_v1,bands,bands_alice_in_chains,Alice in Chains,70,85,95,70,4,80.0
eligible_top300_v1,bands,bands_beastie_boys,Beastie Boys,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_modest_mouse,Modest Mouse,50,75,95,20,4,60.0
eligible_top300_v1,bands,bands_dire_straits,Dire Straits,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_the_xx,The xx,0,90,10,10,4,27.5
eligible_top300_v1,bands,bands_the_clash,The Clash,70,90,95,30,4,71.25
eligible_top300_v1,bands,bands_abba,ABBA,80,90,10,20,4,50.0
eligible_top300_v1,bands,bands_disturbed,Disturbed,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_death_cab_for_cutie,Death Cab for Cutie,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_joy_division,Joy Division,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_beach_house,Beach House,80,90,95,40,4,76.25
eligible_top300_v1,bands,bands_franz_ferdinand,Franz Ferdinand,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_creedence_clearwater_revival,Creedence Clearwater Revival,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_death_grips,Death Grips,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_evanescence,Evanescence,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_placebo,Placebo,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_marilyn_manson,Marilyn Manson,70,95,95,70,4,82.5
eligible_top300_v1,bands,bands_king_gizzard_the_lizard_wizard,King Gizzard & the Lizard Wizard,70,85,10,70,4,58.75
eligible_top300_v1,bands,bands_rise_against,Rise Against,70,85,90,20,4,66.25
eligible_top300_v1,bands,bands_vampire_weekend,Vampire Weekend,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_megadeth,Megadeth,70,90,10,20,4,47.5
eligible_top300_v1,bands,bands_altj,alt‐J,0,75,10,10,4,23.75
eligible_top300_v1,bands,bands_the_national,The National,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_outkast,OutKast,70,90,10,20,4,47.5
eligible_top300_v1,bands,bands_justice,Justice,50,85,95,20,4,62.5
eligible_top300_v1,bands,bands_the_chemical_brothers,The Chemical Brothers,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_air,Air,50,85,95,10,4,60.0
eligible_top300_v1,bands,bands_bob_marley_the_wailers,Bob Marley & The Wailers,70,90,95,85,4,85.0
eligible_top300_v1,bands,bands_new_order,New Order,50,85,90,15,4,60.0
eligible_top300_v1,bands,bands_the_who,The Who,70,90,10,10,4,45.0
eligible_top300_v1,bands,bands_sigur_ros,Sigur Rós,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_nightwish,Nightwish,50,85,90,30,4,63.75
eligible_top300_v1,bands,bands_interpol,Interpol,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_crystal_castles,Crystal Castles,70,85,90,70,4,78.75
eligible_top300_v1,bands,bands_limp_bizkit,Limp Bizkit,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_onerepublic,OneRepublic,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_kings_of_leon,Kings of Leon,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_the_police,The Police,70,90,95,30,4,71.25
eligible_top300_v1,bands,bands_aerosmith,Aerosmith,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_simon_garfunkel,Simon & Garfunkel,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_the_cranberries,The Cranberries,50,85,10,40,4,46.25
eligible_top300_v1,bands,bands_soundgarden,Soundgarden,50,85,10,40,4,46.25
eligible_top300_v1,bands,bands_avenged_sevenfold,Avenged Sevenfold,70,75,10,20,4,43.75
eligible_top300_v1,bands,bands_royksopp,Röyksopp,0,75,10,10,4,23.75
eligible_top300_v1,bands,bands_sonic_youth,Sonic Youth,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_cage_the_elephant,Cage the Elephant,70,85,90,85,4,82.5
eligible_top300_v1,bands,bands_three_days_grace,Three Days Grace,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_in_flames,In Flames,50,90,95,30,4,66.25
eligible_top300_v1,bands,bands_sum_41,Sum 41,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_the_chainsmokers,The Chainsmokers,70,75,10,40,4,48.75
eligible_top300_v1,bands,bands_a_tribe_called_quest,A Tribe Called Quest,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_pendulum,Pendulum,70,90,95,85,4,85.0
eligible_top300_v1,bands,bands_opeth,Opeth,0,75,10,10,4,23.75
eligible_top300_v1,bands,bands_chvrches,CHVRCHES,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_incubus,Incubus,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_electric_light_orchestra,Electric Light Orchestra,70,85,10,40,4,51.25
eligible_top300_v1,bands,bands_mogwai,Mogwai,50,75,10,100,4,58.75
eligible_top300_v1,bands,bands_lcd_soundsystem,LCD Soundsystem,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_judas_priest,Judas Priest,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_slayer,Slayer,70,90,10,20,4,47.5
eligible_top300_v1,bands,bands_a_perfect_circle,A Perfect Circle,50,85,95,70,4,75.0
eligible_top300_v1,bands,bands_ghost,Ghost,70,90,95,30,4,71.25
eligible_top300_v1,bands,bands_dream_theater,Dream Theater,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_bon_jovi,Bon Jovi,70,90,10,10,4,45.0
eligible_top300_v1,bands,bands_the_velvet_underground,The Velvet Underground,50,85,95,30,4,65.0
eligible_top300_v1,bands,bands_rush,Rush,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_my_bloody_valentine,My Bloody Valentine,50,85,90,30,4,63.75
eligible_top300_v1,bands,bands_cocteau_twins,Cocteau Twins,0,75,10,10,4,23.75
eligible_top300_v1,bands,bands_slowdive,Slowdive,50,85,90,20,4,61.25
eligible_top300_v1,bands,bands_glass_animals,Glass Animals,70,85,90,70,4,78.75
eligible_top300_v1,bands,bands_run_the_jewels,Run the Jewels,70,90,10,40,4,52.5
eligible_top300_v1,bands,bands_nick_cave_the_bad_seeds,Nick Cave & the Bad Seeds,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_foster_the_people,Foster the People,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_papa_roach,Papa Roach,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_two_door_cinema_club,Two Door Cinema Club,50,75,10,40,4,43.75
eligible_top300_v1,bands,bands_madvillain,Madvillain,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_mumford_sons,Mumford & Sons,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_bloc_party,Bloc Party,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_yeah_yeah_yeahs,Yeah Yeah Yeahs,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_genesis,Genesis,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_black_eyed_peas,Black Eyed Peas,80,85,10,30,4,51.25
eligible_top300_v1,bands,bands_gojira,Gojira,50,90,10,85,4,58.75
eligible_top300_v1,bands,bands_the_flaming_lips,The Flaming Lips,70,90,90,40,4,72.5
eligible_top300_v1,bands,bands_jamiroquai,Jamiroquai,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_major_lazer,Major Lazer,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_phoenix,Phoenix,70,90,95,30,4,71.25
eligible_top300_v1,bands,bands_metric,Metric,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_neutral_milk_hotel,Neutral Milk Hotel,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_deep_purple,Deep Purple,70,85,10,40,4,51.25
eligible_top300_v1,bands,bands_the_neighbourhood,The Neighbourhood,70,85,90,20,4,66.25
eligible_top300_v1,bands,bands_van_halen,Van Halen,70,90,10,70,4,60.0
eligible_top300_v1,bands,bands_twice,TWICE,70,90,10,10,4,45.0
eligible_top300_v1,bands,bands_pantera,Pantera,70,90,10,30,4,50.0
eligible_top300_v1,bands,bands_fleet_foxes,Fleet Foxes,50,85,10,40,4,46.25
eligible_top300_v1,bands,bands_porcupine_tree,Porcupine Tree,70,85,95,70,4,80.0
eligible_top300_v1,bands,bands_eagles,Eagles,80,90,95,30,4,73.75
eligible_top300_v1,bands,bands_tears_for_fears,Tears for Fears,50,85,90,30,4,63.75
eligible_top300_v1,bands,bands_mastodon,Mastodon,70,90,10,85,4,63.75
eligible_top300_v1,bands,bands_brockhampton,BROCKHAMPTON,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_motorhead,Motörhead,80,90,95,85,4,87.5
eligible_top300_v1,bands,bands_wilco,Wilco,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_ramones,Ramones,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_100_gecs,100 gecs,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_the_shins,The Shins,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_breaking_benjamin,Breaking Benjamin,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_jimmy_eat_world,Jimmy Eat World,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_kiss,KISS,100,95,95,90,4,95.0
eligible_top300_v1,bands,bands_animal_collective,Animal Collective,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_the_kinks,The Kinks,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_audioslave,Audioslave,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_belle_and_sebastian,Belle and Sebastian,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_nickelback,Nickelback,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_blackpink,BLACKPINK,80,90,10,80,4,65.0
eligible_top300_v1,bands,bands_king_crimson,King Crimson,70,85,90,40,4,71.25
eligible_top300_v1,bands,bands_the_1975,The 1975,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_the_avalanches,The Avalanches,50,85,10,40,4,46.25
eligible_top300_v1,bands,bands_foals,Foals,50,85,95,30,4,65.0
eligible_top300_v1,bands,bands_sabaton,Sabaton,50,90,10,10,4,40.0
eligible_top300_v1,bands,bands_faith_no_more,Faith No More,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_bastille,Bastille,50,90,95,85,4,80.0
eligible_top300_v1,bands,bands_scorpions,Scorpions,80,90,95,85,4,87.5
eligible_top300_v1,bands,bands_bad_religion,Bad Religion,70,85,10,20,4,46.25
eligible_top300_v1,bands,bands_thirty_seconds_to_mars,Thirty Seconds to Mars,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_yes,Yes,50,85,10,5,4,37.5
eligible_top300_v1,bands,bands_duran_duran,Duran Duran,70,85,10,10,4,43.75
eligible_top300_v1,bands,bands_cake,CAKE,70,90,95,100,4,88.75
eligible_top300_v1,bands,bands_magdalena_bay,Magdalena Bay,70,75,10,20,4,43.75
eligible_top300_v1,bands,bands_babymetal,BABYMETAL,70,90,90,70,4,80.0
eligible_top300_v1,bands,bands_steely_dan,Steely Dan,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_within_temptation,Within Temptation,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_garbage,Garbage,70,85,95,30,4,70.0
eligible_top300_v1,bands,bands_car_seat_headrest,Car Seat Headrest,70,75,95,70,4,77.5
eligible_top300_v1,bands,bands_ratatat,Ratatat,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_toto,Toto,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_bullet_for_my_valentine,Bullet for My Valentine,50,85,90,40,4,66.25
eligible_top300_v1,bands,bands_portugal_the_man,Portugal. The Man,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_disclosure,Disclosure,50,85,95,15,4,61.25
eligible_top300_v1,bands,bands_kraftwerk,Kraftwerk,70,85,95,30,4,70.0
eligible_top300_v1,bands,bands_infected_mushroom,Infected Mushroom,70,85,90,70,4,78.75
eligible_top300_v1,bands,bands_pavement,Pavement,50,85,95,20,4,62.5
eligible_top300_v1,bands,bands_stone_temple_pilots,Stone Temple Pilots,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_five_finger_death_punch,Five Finger Death Punch,70,85,10,40,4,51.25
eligible_top300_v1,bands,bands_blondie,Blondie,70,90,95,30,4,71.25
eligible_top300_v1,bands,bands_of_monsters_and_men,Of Monsters and Men,50,75,90,40,4,63.75
eligible_top300_v1,bands,bands_snow_patrol,Snow Patrol,50,85,95,30,4,65.0
eligible_top300_v1,bands,bands_billy_talent,Billy Talent,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_tenacious_d,Tenacious D,70,90,10,20,4,47.5
eligible_top300_v1,bands,bands_pet_shop_boys,Pet Shop Boys,70,85,10,40,4,51.25
eligible_top300_v1,bands,bands_supertramp,Supertramp,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_uicideboy,$uicideboy$,70,85,10,10,4,43.75
eligible_top300_v1,bands,bands_wutang_clan,Wu‐Tang Clan,80,85,95,95,4,88.75
eligible_top300_v1,bands,bands_spoon,Spoon,70,85,95,100,4,87.5
eligible_top300_v1,bands,bands_men_i_trust,Men I Trust,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_kasabian,Kasabian,50,75,10,5,4,35.0
eligible_top300_v1,bands,bands_lynyrd_skynyrd,Lynyrd Skynyrd,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_swans,Swans,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_de_la_soul,De La Soul,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_a_day_to_remember,A Day to Remember,50,85,90,20,4,61.25
eligible_top300_v1,bands,bands_khruangbin,Khruangbin,0,85,10,10,4,26.25
eligible_top300_v1,bands,bands_eels,EELS,50,90,95,70,4,76.25
eligible_top300_v1,bands,bands_cigarettes_after_sex,Cigarettes After Sex,70,85,95,40,4,72.5
eligible_top300_v1,bands,bands_caravan_palace,Caravan Palace,50,85,90,40,4,66.25
eligible_top300_v1,bands,bands_explosions_in_the_sky,Explosions in the Sky,50,85,95,40,4,67.5
eligible_top300_v1,bands,bands_journey,Journey,70,85,95,20,4,67.5
eligible_top300_v1,bands,bands_sepultura,Sepultura,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_autechre,Autechre,0,60,10,5,4,18.75
eligible_top300_v1,bands,bands_the_mars_volta,The Mars Volta,50,85,90,40,4,66.25
eligible_top300_v1,bands,bands_thievery_corporation,Thievery Corporation,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_sublime,Sublime,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_amon_amarth,Amon Amarth,50,85,90,30,4,63.75
eligible_top300_v1,bands,bands_big_thief,Big Thief,50,75,95,30,4,62.5
eligible_top300_v1,bands,bands_yo_la_tengo,Yo La Tengo,0,75,10,5,4,22.5
eligible_top300_v1,bands,bands_daryl_hall_john_oates,Daryl Hall & John Oates,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_the_kooks,The Kooks,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_the_decemberists,The Decemberists,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_tv_girl,TV Girl,70,85,95,40,4,72.5
eligible_top300_v1,bands,bands_3_doors_down,3 Doors Down,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_no_doubt,No Doubt,50,90,10,15,4,41.25
eligible_top300_v1,bands,bands_fugazi,Fugazi,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_blind_guardian,Blind Guardian,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_zz_top,ZZ Top,70,90,95,90,4,86.25
eligible_top300_v1,bands,bands_haim,HAIM,50,85,10,5,4,37.5
eligible_top300_v1,bands,bands_santana,Santana,70,90,95,20,4,68.75
eligible_top300_v1,bands,bands_red_velvet,Red Velvet,80,90,95,40,4,76.25
eligible_top300_v1,bands,bands_sleep_token,Sleep Token,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_jethro_tull,Jethro Tull,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_aha,a‐ha,0,85,10,10,4,26.25
eligible_top300_v1,bands,bands_kero_kero_bonito,Kero Kero Bonito,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_keane,Keane,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_architects,Architects,50,85,95,15,4,61.25
eligible_top300_v1,bands,bands_grizzly_bear,Grizzly Bear,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_earth_wind_fire,"Earth, Wind & Fire",80,90,95,85,4,87.5
eligible_top300_v1,bands,bands_katatonia,Katatonia,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_mother_mother,Mother Mother,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_skillet,Skillet,50,90,95,30,4,66.25
eligible_top300_v1,bands,bands_seether,Seether,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_apocalyptica,Apocalyptica,50,85,90,20,4,61.25
eligible_top300_v1,bands,bands_they_might_be_giants,They Might Be Giants,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_beirut,Beirut,70,85,90,20,4,66.25
eligible_top300_v1,bands,bands_brand_new,Brand New,50,85,10,15,4,40.0
eligible_top300_v1,bands,bands_all_time_low,All Time Low,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_tv_on_the_radio,TV on the Radio,70,85,95,40,4,72.5
eligible_top300_v1,bands,bands_machine_girl,Machine Girl,80,85,95,40,4,75.0
eligible_top300_v1,bands,bands_bee_gees,Bee Gees,70,85,10,70,4,58.75
eligible_top300_v1,bands,bands_passion_pit,Passion Pit,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_royal_blood,Royal Blood,70,90,90,30,4,70.0
eligible_top300_v1,bands,bands_morcheeba,Morcheeba,0,75,10,5,4,22.5
eligible_top300_v1,bands,bands_nofx,NOFX,50,85,10,5,4,37.5
eligible_top300_v1,bands,bands_bright_eyes,Bright Eyes,50,90,95,40,4,68.75
eligible_top300_v1,bands,bands_lamb_of_god,Lamb of God,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_empire_of_the_sun,Empire of the Sun,70,90,90,40,4,72.5
eligible_top300_v1,bands,bands_odesza,ODESZA,0,75,10,10,4,23.75
eligible_top300_v1,bands,bands_afi,AFI,50,85,10,5,4,37.5
eligible_top300_v1,bands,bands_death,Death,70,85,95,10,4,65.0
eligible_top300_v1,bands,bands_stereolab,Stereolab,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_ween,Ween,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_the_knife,The Knife,70,90,95,70,4,81.25
eligible_top300_v1,bands,bands_clean_bandit,Clean Bandit,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_shinedown,Shinedown,50,85,10,20,4,41.25
eligible_top300_v1,bands,bands_godspeed_you_black_emperor,Godspeed You! Black Emperor,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_broken_social_scene,Broken Social Scene,50,75,10,30,4,41.25
eligible_top300_v1,bands,bands_the_mountain_goats,The Mountain Goats,50,85,95,85,4,78.75
eligible_top300_v1,bands,bands_killswitch_engage,Killswitch Engage,50,75,10,20,4,38.75
eligible_top300_v1,bands,bands_the_lumineers,The Lumineers,50,75,10,15,4,37.5
eligible_top300_v1,bands,bands_sade,Sade,50,85,10,10,4,38.75
eligible_top300_v1,bands,bands_trivium,Trivium,50,75,10,10,4,36.25
eligible_top300_v1,bands,bands_arch_enemy,Arch Enemy,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_the_cardigans,The Cardigans,50,85,10,30,4,43.75
eligible_top300_v1,bands,bands_ajr,AJR,0,75,10,5,4,22.5
eligible_top300_v1,bands,bands_metronomy,Metronomy,50,85,90,20,4,61.25
eligible_top300_v1,bands,bands_hot_chip,Hot Chip,70,85,90,30,4,68.75
eligible_top300_v1,bands,bands_siouxsie_and_the_banshees,Siouxsie and the Banshees,70,85,10,30,4,48.75
eligible_top300_v1,bands,bands_migos,Migos,70,85,10,10,4,43.75
